metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
dysbiosisnonIBD	Ruminococcus.lactaris	Yes	-0.00354550701707725	0.00490411416479724	1595	454	0.469810370223688	0.667992331395737
diagnosis	Bacteroides.massiliensis	nonIBD	0.0206862792481791	0.0287415443365199	1595	577	0.473133845980066	0.668534831094803
dysbiosisCD	Eubacterium.sp.3.1.31	Yes	-0.00124298504947488	0.00174806995050932	1595	217	0.477152430850592	0.672652385157432
diagnosis	Dialister.invisus	nonIBD	-0.0112944506921168	0.016057138505545	1595	777	0.483201937028669	0.679607343303602
diagnosis	Parabacteroides.distasonis	UC	-0.0113359996161157	0.0162293489215531	1595	935	0.486176166710665	0.682214943610126
dysbiosisUC	Coprobacter.fastidiosus	Yes	0.00123279674511559	0.00178635865070387	1595	177	0.490228976381021	0.684746437192756
dysbiosisnonIBD	Veillonella.parvula	Yes	0.00597451739283666	0.00865549402339708	1595	853	0.490138592845499	0.684746437192756
age	Bifidobacterium.bifidum	age	9.052632779503e-05	0.000132801036443603	1595	425	0.504272714688685	0.699549164568131
diagnosis	Bacteroides.salyersiae	UC	0.00454150851843042	0.00677035157400433	1595	167	0.503571068940285	0.699549164568131
diagnosis	Veillonella.atypica	UC	-0.00367081917005226	0.00545415722952367	1595	524	0.50296134353528	0.699549164568131
diagnosis	Bifidobacterium.longum	UC	0.00508703467895113	0.00762416029225098	1595	1002	0.50581732668506	0.700097163525457
age	Bacteroides.fragilis	age	-0.000438747436144236	0.000664311020820857	1595	891	0.510238427129672	0.704614970798118
diagnosis	Barnesiella.intestinihominis	UC	-0.00996848237043086	0.0152947894563949	1595	484	0.515802119946151	0.707839236155349
age	Barnesiella.intestinihominis	age	0.000320225037992962	0.000484470498274135	1595	484	0.516594672715562	0.707839236155349
diagnosis	Paraprevotella.unclassified	nonIBD	0.00664293236281477	0.0102170161174251	1595	243	0.51722243035982	0.707839236155349
dysbiosisnonIBD	Akkermansia.muciniphila	Yes	-0.011823285414884	0.0182393012146613	1595	578	0.51693093837442	0.707839236155349
dysbiosisnonIBD	Bacteroides.massiliensis	Yes	-0.00740793631965654	0.0115284559979349	1595	577	0.52059752217845	0.710860742167435
diagnosis	Eubacterium.hallii	nonIBD	0.00278303518822258	0.0043462219014366	1595	923	0.523294160258721	0.712944392835708
dysbiosisnonIBD	Bifidobacterium.longum	Yes	-0.00464763266461069	0.00740685692744692	1595	1002	0.53043824995881	0.718625830860528
dysbiosisUC	Paraprevotella.clara	Yes	-0.00148521677806328	0.00237701663643499	1595	191	0.532184318092115	0.718625830860528
diagnosis	Streptococcus.salivarius	nonIBD	-0.00189020231620401	0.00300674309871364	1595	582	0.530760292752768	0.718625830860528
dysbiosisUC	Ruminococcus.bromii	Yes	0.00381808704016472	0.00610409181476479	1595	512	0.531741714258693	0.718625830860528
age	Bacteroides.vulgatus	age	-0.000525981788402552	0.000842186676383667	1595	1455	0.533456620485435	0.718750181140774
age	Streptococcus.salivarius	age	6.10265440704718e-05	9.76669734034362e-05	1595	582	0.53506969555343	0.719332107267194
diagnosis	Alistipes.unclassified	UC	-0.00550678333268138	0.0089755610230687	1595	224	0.540609004503455	0.721997552067114
age	Coprococcus.comes	age	9.47444295325832e-05	0.000150763589721042	1595	848	0.540225695265718	0.721997552067114
antibiotics	Veillonella.atypica	Yes	-0.00100029027596869	0.00162789834800151	1595	524	0.53900312330644	0.721997552067114
diagnosis	Bacteroides.cellulosilyticus	nonIBD	0.011659521419461	0.0192745335709534	1595	526	0.54650878746256	0.726689632237334
diagnosis	Bacteroides.faecis	nonIBD	-0.00829995745684222	0.0136908794411328	1595	604	0.545497930735835	0.726689632237334
antibiotics	Bacteroides.xylanisolvens	Yes	0.00221210580152268	0.00373740525668604	1595	1072	0.554017753832445	0.733471330617302
diagnosis	Prevotella.copri	UC	0.0286115453524576	0.048098180534943	1595	439	0.553045125864387	0.733471330617302
dysbiosisUC	Bacteroides.vulgatus	Yes	0.00847912494684614	0.0144275546462266	1595	1455	0.556821702429542	0.733746587791457
diagnosis	Prevotella.copri	nonIBD	0.0309491628199335	0.0528207812203995	1595	439	0.559045019269682	0.733746587791457
dysbiosisUC	Alistipes.unclassified	Yes	0.00292519650929806	0.0049965764824032	1595	224	0.558340822282776	0.733746587791457
dysbiosisnonIBD	Roseburia.inulinivorans	Yes	0.00563107740046799	0.00958778682373984	1595	1074	0.557076471300733	0.733746587791457
diagnosis	Ruminococcus.callidus	UC	0.00215276485937165	0.00370504276106251	1595	323	0.562401468642744	0.7365645040934
age	Ruminococcus.callidus	age	6.74276979296877e-05	0.000114816288195389	1595	323	0.564833065133439	0.738161666665804
age	Roseburia.inulinivorans	age	-0.00010138725037802	0.000177094264562302	1595	1074	0.56809832007405	0.738493685956205
age	Veillonella.atypica	age	-7.64276742120742e-05	0.00013348189032677	1595	524	0.568725022517997	0.738493685956205
diagnosis	Escherichia.unclassified	nonIBD	-0.00128304604720202	0.00223497954308744	1595	637	0.567075333893238	0.738493685956205
age	Bacteroides.xylanisolvens	age	0.00015011228709304	0.000263798441934706	1595	1072	0.570390054482542	0.739079879106102
antibiotics	Bacteroides.stercoris	Yes	0.00525350583382652	0.00933837921813945	1595	1063	0.573811908428861	0.741250752843878
age	Alistipes.finegoldii	age	-0.000130262507556763	0.000231371952170766	1595	788	0.574499762466848	0.741250752843878
diagnosis	Paraprevotella.unclassified	UC	0.00516059273076267	0.00932120246543039	1595	243	0.580848834603115	0.746280464711597
age	Bilophila.unclassified	age	9.20544275205007e-05	0.000155871468853019	1595	885	0.580623367476762	0.746280464711597
diagnosis	Burkholderiales.bacterium.1.1.47	nonIBD	0.00301588080612269	0.00549578693150483	1595	731	0.584180566765842	0.748980979285047
dysbiosisUC	Bacteroides.finegoldii	Yes	-0.002300559668698	0.00428286765525537	1595	400	0.591243169365045	0.753190163055105
dysbiosisCD	Clostridium.citroniae	Yes	0.000857040239644816	0.00158684847257025	1595	462	0.589215699500829	0.753190163055105
dysbiosisnonIBD	Roseburia.intestinalis	Yes	-0.0129556070845371	0.0242439029348976	1595	1001	0.593150424429145	0.753190163055105
age	Coprobacillus.unclassified	age	-3.9625488692817e-05	7.28905460572108e-05	1595	415	0.592542563648729	0.753190163055105
diagnosis	Veillonella.dispar	UC	0.00154251633226428	0.00288429310184784	1595	495	0.593647419156733	0.753190163055105
antibiotics	Bacteroides.cellulosilyticus	Yes	-0.00238388093021768	0.00450511599884516	1595	526	0.596780594270869	0.755591230584115
antibiotics	Bacteroides.intestinalis	Yes	0.000706117759339708	0.00135663165712902	1595	193	0.602796593816502	0.758477532302169
antibiotics	Clostridium.clostridioforme	Yes	0.00169967643133172	0.00324695318517214	1595	518	0.600724703765187	0.758477532302169
age	Lachnospiraceae.bacterium.3.1.46FAA	age	7.43284327857073e-05	0.000141978883071087	1595	992	0.601653329296676	0.758477532302169
diagnosis	Bifidobacterium.pseudocatenulatum	nonIBD	0.0013970623239414	0.00275775388161745	1595	230	0.613304731513946	0.762932580329924
dysbiosisnonIBD	Bifidobacterium.pseudocatenulatum	Yes	-0.0018181819360484	0.00358670417097102	1595	230	0.612283471015228	0.762932580329924
age	Parabacteroides.distasonis	age	0.000201499511961317	0.000394518719260132	1595	935	0.61050643756762	0.762932580329924
diagnosis	Eubacterium.rectale	UC	0.00982123563070301	0.019416969809616	1595	1318	0.613853800265456	0.762932580329924
dysbiosisnonIBD	Dialister.invisus	Yes	-0.00648127513385858	0.0127037757894045	1595	777	0.609994662916018	0.762932580329924
dysbiosisnonIBD	Escherichia.unclassified	Yes	0.00225885374851735	0.00440203950643165	1595	637	0.608038417407766	0.762932580329924
diagnosis	Akkermansia.muciniphila	UC	-0.00761071207071802	0.0151743119531732	1595	578	0.616819920786241	0.765057702156458
diagnosis	Bacteroides.caccae	nonIBD	0.0116792588924793	0.0240042064835675	1595	1072	0.627468843644829	0.766834783114775
diagnosis	Bacteroides.fragilis	UC	-0.0134302786581778	0.0273091617499403	1595	891	0.623709983966074	0.766834783114775
antibiotics	Prevotella.copri	Yes	0.00497422481337462	0.0101888093712891	1595	439	0.625477531085452	0.766834783114775
age	Alistipes.putredinis	age	0.000295816956873357	0.00060172979553508	1595	940	0.623942410487366	0.766834783114775
dysbiosisCD	Clostridium.bolteae	Yes	0.00235548925300963	0.0048649075015147	1595	1138	0.628326037396178	0.766834783114775
diagnosis	Parasutterella.excrementihominis	nonIBD	-0.00240961349938816	0.00490795428351277	1595	759	0.624329138023059	0.766834783114775
dysbiosisnonIBD	Sutterella.wadsworthensis	Yes	-0.00437893712958554	0.00885249372679537	1595	432	0.62091458540845	0.766834783114775
dysbiosisUC	Haemophilus.parainfluenzae	Yes	-0.00363327888710679	0.00748657772205978	1595	887	0.627527886512095	0.766834783114775
diagnosis	Paraprevotella.clara	nonIBD	0.00331284980157603	0.00694376874971102	1595	191	0.634323203969189	0.772605662434472
diagnosis	Clostridium.nexile	nonIBD	-0.00237994061481067	0.00502980109376082	1595	273	0.637170805936158	0.774524991646947
diagnosis	Bacteroides.salyersiae	nonIBD	0.00345313321509468	0.00741790375671065	1595	167	0.642392568444375	0.777767543106609
dysbiosisCD	Coprobacter.fastidiosus	Yes	0.000635012676339891	0.00136664984095494	1595	177	0.642247953405124	0.777767543106609
diagnosis	Ruminococcus.obeum	nonIBD	-0.00197381175085377	0.00427659565961565	1595	1346	0.645258764483077	0.779687673750385
antibiotics	Bacteroides.dorei	Yes	-0.00307465283111999	0.00688848904216887	1595	1048	0.655412280426112	0.788826242647238
antibiotics	Subdoligranulum.unclassified	Yes	0.00319729821500323	0.00714710251284303	1595	1546	0.654681330803101	0.788826242647238
age	Odoribacter.splanchnicus	age	0.000106483477400632	0.000241230463028347	1595	662	0.659748193085183	0.792478598794629
dysbiosisnonIBD	Collinsella.aerofaciens	Yes	-0.0019821269772515	0.00465697380826008	1595	835	0.670439481163231	0.803735519740961
diagnosis	Clostridium.nexile	UC	-0.00191558464227148	0.00454751098568629	1595	273	0.674451665183336	0.806956903922694
diagnosis	Paraprevotella.clara	UC	0.00259698918239129	0.00624597426697436	1595	191	0.678320859542856	0.809994908748234
diagnosis	Alistipes.unclassified	nonIBD	0.00409384018667806	0.00991742545253912	1595	224	0.680601417873181	0.811127717191325
age	Burkholderiales.bacterium.1.1.47	age	6.68644653979502e-05	0.000166446898512871	1595	731	0.690543609962374	0.820018361069133
antibiotics	C2likevirus.unclassified	Yes	-0.00152795663681512	0.00383975958663642	1595	389	0.690754382969565	0.820018361069133
age	Bacteroides.massiliensis	age	0.00025510920408755	0.000645628644254984	1595	577	0.693470561284897	0.821641190316152
diagnosis	Haemophilus.parainfluenzae	nonIBD	0.0028207269503506	0.00723193296328999	1595	887	0.697183527819629	0.824436443576998
age	C2likevirus.unclassified	age	-3.86041576500593e-05	9.84457717180213e-05	1595	389	0.700139052328313	0.826326904782835
age	Bacteroides.eggerthii	age	0.000209603572726204	0.000552184606393523	1595	309	0.704948722731167	0.828554409209234
antibiotics	Barnesiella.intestinihominis	Yes	-0.00135952425762954	0.00362487234303622	1595	484	0.707673819843367	0.828554409209234
age	Flavonifractor.plautii	age	3.87628713379766e-05	0.000103321027431828	1595	1068	0.708259505971416	0.828554409209234
diagnosis	Roseburia.unclassified	nonIBD	-0.00154065294308554	0.00411572227393891	1595	513	0.708828977336636	0.828554409209234
age	Ruminococcus.lactaris	age	-6.22709380421288e-05	0.000150973992449646	1595	454	0.708826870456219	0.828554409209234
dysbiosisnonIBD	Streptococcus.salivarius	Yes	-0.00132735776078321	0.00359415196135566	1595	582	0.711948146748614	0.830606171206716
dysbiosisUC	Bacteroides.intestinalis	Yes	-0.000797062535089488	0.0022113643988266	1595	193	0.718570271036202	0.835216223013597
dysbiosisUC	Clostridium.clostridioforme	Yes	-0.00190591256790575	0.00531622877421985	1595	518	0.720013985356549	0.835216223013597
age	Escherichia.unclassified	age	2.31124177583994e-05	6.35381179366802e-05	1595	637	0.719571367173897	0.835216223013597
diagnosis	Bacteroides.intestinalis	UC	-0.00151635657626689	0.0042576927788385	1595	193	0.722335041703073	0.836315666154318
antibiotics	Bacteroides.massiliensis	Yes	0.00186908452517585	0.00532119421904341	1595	577	0.725449041193198	0.838327260126485
diagnosis	Odoribacter.splanchnicus	nonIBD	-0.00376119304963346	0.0107536285285653	1595	662	0.727157845841749	0.838710469919744
dysbiosisCD	Bacteroides.fragilis	Yes	-0.00416885057087097	0.0120298027223595	1595	891	0.728980878370372	0.839223733322413
antibiotics	Veillonella.dispar	Yes	-0.000606871070922171	0.00182193574353951	1595	495	0.739109853684391	0.849279058290178
diagnosis	Dorea.longicatena	nonIBD	0.00247231406894475	0.00750730602321356	1595	1063	0.742659125091577	0.851750296008984
diagnosis	Eubacterium.sp.3.1.31	UC	-0.00105202950103685	0.00322422918464603	1595	217	0.744726302351	0.852515635586013
age	Veillonella.parvula	age	0.000100783312228469	0.000314625132182808	1595	853	0.749361086668284	0.856211823228865
antibiotics	Ruminococcus.lactaris	Yes	-0.000719545959092354	0.00227406840080522	1595	454	0.751732129620382	0.857312484904144
diagnosis	Eubacterium.eligens	nonIBD	0.00319768891747027	0.0101868603398805	1595	1015	0.754218440372415	0.858540243339815
age	Coprobacter.fastidiosus	age	3.03275593159417e-05	9.45921781869196e-05	1595	177	0.756952969780588	0.859104649288186
dysbiosisnonIBD	Coprococcus.comes	Yes	-0.00126693456076995	0.00410312566658285	1595	848	0.757535626712243	0.859104649288186
antibiotics	Bifidobacterium.bifidum	Yes	0.00059293764594617	0.00202504584481511	1595	425	0.769712695059751	0.871291879723771
age	Paraprevotella.unclassified	age	-6.79064252056774e-05	0.00023135519018752	1595	243	0.776959198018905	0.875333684388091
dysbiosisnonIBD	Clostridium.hathewayi	Yes	0.00198665317464122	0.00701083422808511	1595	757	0.776931663428663	0.875333684388091
diagnosis	Coprococcus.comes	nonIBD	-0.0014441163443069	0.00510063066925472	1595	848	0.777595276279076	0.875333684388091
diagnosis	Parabacteroides.unclassified	UC	-0.00450746855506403	0.016139004739533	1595	730	0.780480220417929	0.876960247665164
dysbiosisnonIBD	Coprobacter.fastidiosus	Yes	-0.000647837884484301	0.00237003501314926	1595	177	0.784625032060601	0.879952236393628
dysbiosisUC	Clostridium.hathewayi	Yes	0.00146822660795481	0.00540756891258992	1595	757	0.786032867977231	0.879952236393628
antibiotics	Flavonifractor.plautii	Yes	-0.000558934045838909	0.00214055367081649	1595	1068	0.794037386625277	0.88728214395375
diagnosis	Bifidobacterium.longum	nonIBD	0.00211825789636324	0.0081995459841966	1595	1002	0.796588650353607	0.888502725394408
diagnosis	Bacteroides.massiliensis	UC	0.00661364929262049	0.0261556885958596	1595	577	0.80081274038607	0.891581277687599
age	Bifidobacterium.adolescentis	age	4.81348923977236e-05	0.000198404203808223	1595	555	0.808711740959002	0.895464454989149
dysbiosisnonIBD	Clostridium.symbiosum	Yes	0.0014242554730804	0.00582331385334962	1595	801	0.80681506708826	0.895464454989149
diagnosis	Acidaminococcus.unclassified	UC	-0.00323469844897606	0.0132795644945173	1595	194	0.807974679559364	0.895464454989149
dysbiosisCD	Veillonella.atypica	Yes	0.000465040236262108	0.00203174355188082	1595	524	0.818987087733897	0.90519625486378
diagnosis	Clostridium.leptum	UC	0.00118152284734407	0.00543333396764191	1595	812	0.828248929658201	0.910398028993055
diagnosis	Clostridium.symbiosum	UC	-0.00118070478578018	0.00547635367135335	1595	801	0.829673080609434	0.910398028993055
diagnosis	Lachnospiraceae.bacterium.1.1.57FAA	nonIBD	-0.00128173609796143	0.00585868879491934	1595	475	0.827176298956797	0.910398028993055
diagnosis	Roseburia.intestinalis	nonIBD	0.00521871815820122	0.0236553536644155	1595	1001	0.825771499885696	0.910398028993055
age	Bacteroides.caccae	age	-0.000112713656334347	0.000538525147566447	1595	1072	0.834574112114153	0.912941183724126
dysbiosisUC	Bacteroides.massiliensis	Yes	-0.00180132769594957	0.00864589770560559	1595	577	0.834988898742756	0.912941183724126
antibiotics	Peptostreptococcaceae.noname.unclassified	Yes	0.000375989654467887	0.00184319763511539	1595	423	0.838395748566941	0.91502331698435
diagnosis	Bifidobacterium.pseudocatenulatum	UC	-0.00052717929209605	0.0026060882032939	1595	230	0.839984315639099	0.915117080901988
diagnosis	Veillonella.unclassified	UC	0.00182220539788	0.00912419992696415	1595	995	0.842034946798351	0.915713004643207
dysbiosisnonIBD	Flavonifractor.plautii	Yes	-0.000866739407255313	0.00459011390998605	1595	1068	0.850252511213798	0.923001389178614
antibiotics	Parabacteroides.goldsteinii	Yes	-0.000350595354281495	0.0018762416523551	1595	187	0.851794895367588	0.923030411528223
age	Paraprevotella.clara	age	-3.00029635278452e-05	0.000168121511373751	1595	191	0.861871866082813	0.930739483433489
age	Lachnospiraceae.bacterium.1.1.57FAA	age	-2.25691905678828e-05	0.000130997247448333	1595	475	0.863493937832383	0.930739483433489
dysbiosisUC	Acidaminococcus.unclassified	Yes	-0.000894886562489402	0.00514599757396606	1595	194	0.861968504867213	0.930739483433489
antibiotics	Veillonella.unclassified	Yes	-0.000766714121512311	0.00465366664873457	1595	995	0.86915843792299	0.935189909355302
diagnosis	Eubacterium.siraeum	UC	-0.00253990966449157	0.0156852383982434	1595	656	0.871614263141462	0.936178282633422
dysbiosisnonIBD	Acidaminococcus.unclassified	Yes	0.00103151630526478	0.00685228268811345	1595	194	0.880362030615353	0.943258315469602
age	Klebsiella.pneumoniae	age	1.86103888055448e-05	0.000124259106734237	1595	171	0.881303746309037	0.943258315469602
dysbiosisCD	Bifidobacterium.adolescentis	Yes	0.000602084063803633	0.00411473762971196	1595	555	0.883684589225092	0.944147219014177
dysbiosisUC	Bacteroides.salyersiae	Yes	-0.00035569158569767	0.00266176755484421	1595	167	0.893713615239729	0.953156128819742
dysbiosisCD	Ruminococcus.callidus	Yes	-0.000279039310151681	0.00211891410851027	1595	323	0.895246807364356	0.953156128819742
age	Ruminococcus.torques	age	-2.80270071524297e-05	0.000217901223720085	1595	1514	0.898616187646136	0.954576595645431
diagnosis	Lachnospiraceae.bacterium.3.1.46FAA	UC	-0.000737878450961379	0.00584292559208711	1595	992	0.899715871757762	0.954576595645431
diagnosis	Parasutterella.excrementihominis	UC	0.000536822344640387	0.00453538173709507	1595	759	0.905960641614048	0.959530488248618
age	Clostridium.hathewayi	age	1.59324340579244e-05	0.000137676915017507	1595	757	0.90807358445307	0.960098633562361
diagnosis	Bacteroides.vulgatus	nonIBD	0.00392430515147816	0.0375061368972288	1595	1455	0.916842449296792	0.967689864162472
diagnosis	Bacteroides.thetaiotaomicron	UC	-0.00173374134615162	0.0189320262258487	1595	1121	0.927177372926346	0.975217651316312
diagnosis	Clostridium.hathewayi	nonIBD	-0.000569033427078394	0.0061878877423228	1595	757	0.926882305361627	0.975217651316312
dysbiosisUC	Clostridium.bolteae	Yes	-0.000564886183153486	0.00642232942963176	1595	1138	0.929923390052483	0.976419559555108
dysbiosisnonIBD	Clostridium.citroniae	Yes	0.000222276985830739	0.00280206909381698	1595	462	0.936783442112665	0.980298556253558
dysbiosisUC	Lachnospiraceae.bacterium.1.1.57FAA	Yes	-0.000320344299606275	0.00404173505430937	1595	475	0.936837043907341	0.980298556253558
diagnosis	Collinsella.aerofaciens	nonIBD	-0.000413122625434328	0.0054616520654756	1595	835	0.939827866580955	0.981446606799305
age	Ruminococcus.obeum	age	-6.66578986003803e-06	9.53345213668708e-05	1595	1346	0.944380478792106	0.981446606799305
diagnosis	Ruminococcus.bromii	UC	-0.000808979635673867	0.0113028980216443	1595	512	0.943052251766146	0.981446606799305
diagnosis	Sutterella.wadsworthensis	UC	0.00092743105581302	0.0126722969114853	1595	432	0.941776580897712	0.981446606799305
dysbiosisnonIBD	Bacteroides.ovatus	Yes	0.00103813609288741	0.0175179930395103	1595	1319	0.952751847880503	0.986778699590521
diagnosis	Clostridium.hathewayi	UC	-0.000355436761439523	0.00580942580639528	1595	757	0.951306383174469	0.986778699590521
age	Parabacteroides.merdae	age	3.32574930432753e-05	0.000634988089596868	1595	911	0.958707464843371	0.989504426071692
dysbiosisnonIBD	Parabacteroides.unclassified	Yes	-0.000618022240966158	0.0126329434490469	1595	730	0.96098823655725	0.989504426071692
antibiotics	Alistipes.finegoldii	Yes	-0.00015611035104183	0.00291564639028507	1595	788	0.957306985868535	0.989504426071692
antibiotics	Clostridium.leptum	Yes	-0.000137263601509939	0.00287169927351979	1595	812	0.961882791846374	0.989504426071692
dysbiosisCD	Streptococcus.salivarius	Yes	-8.84281043734321e-05	0.00201538668862705	1595	582	0.965009315113495	0.990583333722698
diagnosis	Flavonifractor.plautii	UC	0.000183519711962184	0.0043201375146385	1595	1068	0.966184729443814	0.990583333722698
diagnosis	Bacteroides.thetaiotaomicron	nonIBD	-0.000682185262660627	0.0206744202612697	1595	1121	0.973731256046733	0.992207615353349
antibiotics	Clostridium.nexile	Yes	-7.2739892605724e-05	0.00224180640314612	1595	273	0.974119783979648	0.992207615353349
diagnosis	Veillonella.unclassified	nonIBD	0.000322841351982429	0.00999267135382675	1595	995	0.974285967128576	0.992207615353349
antibiotics	Haemophilus.parainfluenzae	Yes	-0.000151509968509131	0.00452892837921095	1595	887	0.973316947575679	0.992207615353349
dysbiosisnonIBD	Bacteroides.salyersiae	Yes	-8.33163804116899e-05	0.00354380353600222	1595	167	0.981246253328941	0.994543917134117
dysbiosisUC	Clostridium.symbiosum	Yes	0.000120618897107475	0.00445584844376246	1595	801	0.978407644846932	0.994543917134117
dysbiosisUC	Flavonifractor.plautii	Yes	-8.15441596413468e-05	0.00351208255260425	1595	1068	0.981479300817084	0.994543917134117
diagnosis	Bacteroides.intestinalis	nonIBD	8.11231816121398e-05	0.00463436525493034	1595	193	0.986063601951028	0.995696348845651
antibiotics	Bacteroides.vulgatus	Yes	0.000142844120744802	0.00886702136083461	1595	1455	0.987149121860401	0.995696348845651
dysbiosisUC	Roseburia.inulinivorans	Yes	-0.00010097556725795	0.00742851339986839	1595	1074	0.989156471349128	0.995696348845651
diagnosis	Subdoligranulum.unclassified	UC	-0.000234370414533011	0.0156822462785333	1595	1546	0.988102247948258	0.995696348845651
age	Parasutterella.excrementihominis	age	-1.03381052909789e-06	0.000109973373538401	1595	759	0.992515066243668	0.997428507165666
age	Eubacterium.ventriosum	age	-7.03481801060286e-07	0.000141771259738691	1595	627	0.996049162485316	0.999331037814756
diagnosis	Bacteroides.caccae	UC	8.74036610502713e-06	0.0220670855171599	1595	1072	0.999684597539474	0.999684597539474
dysbiosisUC	Peptostreptococcaceae.noname.unclassified	Yes	-4.66392098469339e-06	0.00311538058864982	1595	423	0.99880572267489	0.999684597539474
